"[0.8390180468559265, -0.016884194687008858, -0.048534736037254333, 0.023910773918032646, 0.6784273982048035, 0.24524706602096558, -0.13373474776744843, 0.07016155123710632, 0.02083241194486618, 0.14963145554065704, 0.11175989359617233, 0.6822949051856995, 0.04172052815556526, 0.526036262512207, 0.056152790784835815, -0.08396004140377045, 0.06067387014627457, 0.9478682279586792, -1.101698637008667, 0.03203524276614189, 0.13791310787200928, 0.07318215072154999, 0.7020599842071533, -0.10357522964477539, 0.028425484895706177, -0.004049967974424362, -0.07765217125415802, -0.1142808198928833, 0.009649962186813354, 0.7991446256637573]","[-1.890735149383545, -0.0025486350059509277, -0.12817871570587158, -0.2746264934539795, -1.6297144889831543, -0.19489704072475433, -4.419710159301758, -0.07335539162158966, 0.04558928310871124, -0.1814449280500412, -0.14087089896202087, -2.7897725105285645, -0.34387075901031494, -2.7848267555236816, -0.01948503404855728, -0.25723791122436523, -0.09725474566221237, -1.9868333339691162, -3.890947103500366, -0.16319811344146729, -0.2996752858161926, -0.23002290725708008, -4.553835391998291, -0.3782404363155365, -0.2508266270160675, -0.2885364890098572, -0.15572942793369293, -0.3540131747722626, 0.127689391374588, -3.847038507461548]","[0.7365783452987671, 1.0252411365509033, 0.9751780033111572, 0.2752531170845032, 0.6318287253379822, -1.6819815635681152, -0.12041400372982025, -2.22979998588562, 0.6169407963752747, 0.033399902284145355, -1.3325756788253784, 0.6959194540977478, -1.3752607107162476, 0.03731498122215271, 0.0475468710064888, 0.9835315942764282, -0.5312686562538147, 0.802873432636261, -1.1549010276794434, -0.6630589962005615, -1.1680635213851929, 0.6153838038444519, 0.6854986548423767, -0.6140892505645752, 1.1821671724319458, -1.4763113260269165, 0.23050911724567413, -1.2378613948822021, -0.007383091375231743, 0.9135918021202087]"
"[0.39999663829803467, -0.04744373634457588, -0.05625097453594208, -0.027497457340359688, 0.5725240707397461, 0.2507821321487427, 0.575688362121582, 0.16842231154441833, 0.01870674639940262, 0.021149389445781708, 0.07620304077863693, -1.8107645511627197, 0.07935397326946259, 0.2689804136753082, 0.11160031706094742, -0.04029427841305733, 0.027160510420799255, 0.9985398650169373, 0.41325920820236206, 0.04804854840040207, 0.137053981423378, 0.031285807490348816, -0.527824342250824, -0.1334032565355301, 0.11193731427192688, 0.025599557906389236, -0.029376598075032234, -0.11375454068183899, 0.1082916259765625, -0.2572421431541443]","[-1.5552754402160645, -0.11735066771507263, -0.11314091086387634, -0.24269156157970428, -1.0845088958740234, -0.12717385590076447, -4.861454010009766, -0.04719269275665283, 0.07130549848079681, -0.2158282846212387, -0.02282821387052536, -1.903825283050537, -0.2650235891342163, -2.641348123550415, -0.11053433269262314, -0.4050891399383545, -0.04056703299283981, -2.2656712532043457, -3.600663661956787, -0.25612926483154297, -0.3654901683330536, -0.2209373414516449, -3.398951530456543, -0.16024747490882874, -0.21084311604499817, -0.38260048627853394, -0.16798953711986542, -0.31858980655670166, 0.08974181115627289, -2.8457486629486084]","[-0.05126574635505676, 1.217576503753662, -1.57522714138031, -0.9994491338729858, 0.0038068294525146484, -1.1999309062957764, 0.5774230360984802, 0.20199117064476013, -0.9801548719406128, 1.2558319568634033, 1.6371041536331177, -2.1539435386657715, 1.2048417329788208, 0.9180411100387573, 1.2959367036819458, -1.1728581190109253, -0.7813277840614319, 1.2352790832519531, 0.6526811122894287, -0.06956092268228531, 1.1514679193496704, 0.7944633364677429, -0.9331149458885193, -0.01797274500131607, 0.3188544511795044, -0.15075722336769104, -1.0730581283569336, -0.06430812180042267, 1.4550626277923584, -0.07902614772319794]"
"[1.5533546209335327, -0.053490374237298965, -0.006887657567858696, 0.06838060170412064, 0.08708040416240692, 0.21282321214675903, 0.41753634810447693, 0.07610297203063965, -0.0475727915763855, 0.11235380172729492, 0.07907161116600037, -0.4764620065689087, 0.0850677341222763, -1.3765568733215332, 0.10617921501398087, -0.02836209535598755, 0.007988795638084412, 0.9652678966522217, -1.2554638385772705, 0.00024740397930145264, 0.11130684614181519, 0.0972880870103836, 0.5251441597938538, -0.10285605490207672, 0.01581612229347229, 0.002134401351213455, -0.03671430051326752, -0.12821392714977264, 0.09196791052818298, 0.5597377419471741]","[-2.01320743560791, -0.02493208646774292, -0.16910725831985474, -0.37251728773117065, -1.5111403465270996, -0.19019484519958496, -4.217963695526123, -0.1922035813331604, 0.03231725096702576, -0.22522158920764923, -0.1693059504032135, -2.5504660606384277, -0.38094955682754517, -2.7943739891052246, -0.073121078312397, -0.32063308358192444, -0.05252604931592941, -1.8767924308776855, -3.4887561798095703, -0.11789152771234512, -0.37001752853393555, -0.15689218044281006, -4.65255069732666, -0.27166131138801575, -0.30377787351608276, -0.2895415425300598, -0.16246230900287628, -0.35100460052490234, 0.07226893305778503, -3.499884605407715]","[1.7214133739471436, 0.33500388264656067, 0.44914111495018005, 0.995885968208313, 1.2238984107971191, 1.5594723224639893, 0.3566131293773651, -1.6599055528640747, -0.3787578344345093, 0.31151753664016724, -1.3219563961029053, -0.32640784978866577, 0.8820489645004272, -1.0573842525482178, -0.17789816856384277, -0.40357688069343567, 0.5747803449630737, 1.4322500228881836, -1.2926623821258545, -0.15417441725730896, 1.238011360168457, -0.03289864957332611, 0.5224116444587708, -0.5189339518547058, 0.44663766026496887, -0.38203224539756775, -1.2478833198547363, 0.25211918354034424, 0.050877444446086884, 0.3601132333278656]"
"[1.1982827186584473, -0.14373436570167542, 0.07654814422130585, 0.1006752997636795, 0.7585377097129822, 0.30636343359947205, -0.04475260525941849, 0.13516780734062195, 0.08440907299518585, 0.0717940703034401, 0.11911967396736145, -0.12241028249263763, -0.019550565630197525, 1.6302399635314941, 0.034489601850509644, -0.07882320880889893, 0.01130722463130951, 1.122378945350647, 1.2476084232330322, 0.07026714086532593, 0.08973361551761627, 0.09055332839488983, 1.643473505973816, -0.20602764189243317, -0.0013453960418701172, 0.10947324335575104, -0.06056348979473114, -0.22196392714977264, 0.06422723829746246, -0.722094714641571]","[-1.7343354225158691, -0.06897585839033127, -0.10750370472669601, -0.24923299252986908, -2.1494803428649902, -0.22412347793579102, -5.96481990814209, -0.0932629406452179, 0.0018608421087265015, -0.024117816239595413, -0.18595877289772034, -2.5523288249969482, -0.326565682888031, -2.7000036239624023, -0.1049579456448555, -0.34663039445877075, -0.10075550526380539, -2.0971288681030273, -4.129460334777832, -0.12459775060415268, -0.2608772814273834, -0.36495232582092285, -4.126640796661377, -0.26852086186408997, -0.17942766845226288, -0.30013638734817505, -0.14528900384902954, -0.30644476413726807, 0.050454720854759216, -4.242166519165039]","[0.5903077721595764, -0.06580622494220734, 0.17335253953933716, -0.8674814701080322, 0.5562044978141785, -0.03387206792831421, -0.06681513786315918, 0.386334091424942, 0.12051133066415787, -0.8655584454536438, -0.6893854141235352, -0.08931897580623627, 1.5992852449417114, 1.8228126764297485, -0.6439639329910278, -0.6887821555137634, 0.20617222785949707, 0.8680076599121094, 1.1776173114776611, -1.2488315105438232, -1.2744488716125488, 0.6758437156677246, 1.4804860353469849, -1.4332635402679443, -0.3413146138191223, 0.6158100962638855, 0.7380448579788208, -0.42482686042785645, 0.9473382234573364, -0.8365052342414856]"
"[1.5340588092803955, -0.027481811121106148, 0.036588557064533234, -0.005100356414914131, 0.293014794588089, 0.31618747115135193, -0.4431755244731903, 0.13443954288959503, 0.041680045425891876, 0.013562343083322048, 0.031790975481271744, 0.15418179333209991, -0.0287015400826931, 0.4813302159309387, 0.0638536587357521, -0.11608025431632996, -0.05450599640607834, 0.6605186462402344, 0.45847010612487793, -0.08822610229253769, 0.11056151986122131, 0.16780175268650055, 2.739061117172241, -0.2350463569164276, -0.05587640404701233, 0.11506393551826477, 0.057722076773643494, -0.27480873465538025, 0.15003158152103424, -0.20370113849639893]","[-2.1325929164886475, -0.13893349468708038, -0.0732247456908226, -0.27084916830062866, -2.5547003746032715, -0.1719347983598709, -5.813017845153809, -0.1455838680267334, 0.04784351587295532, -0.04902496561408043, -0.1558416187763214, -3.0890347957611084, -0.308602511882782, -2.834739923477173, -0.0759187713265419, -0.25129973888397217, -0.03666379302740097, -2.2603354454040527, -4.172821998596191, -0.13368156552314758, -0.2096881866455078, -0.3061564266681671, -4.312616348266602, -0.10362758487462997, -0.3752051591873169, -0.3564944863319397, -0.12875458598136902, -0.27196305990219116, 0.018335193395614624, -4.374904632568359]","[2.264371871948242, 0.6519948244094849, 0.057676397264003754, -0.25491246581077576, 0.3190518915653229, 0.8113586902618408, -0.4683838188648224, -0.6820690631866455, 2.0002543926239014, -0.24121667444705963, -0.1747206747531891, 0.35114026069641113, 0.8992452025413513, -0.023828566074371338, 1.2268716096878052, -1.024723768234253, -0.37601715326309204, 0.5358118414878845, 0.4971480369567871, -0.9234848618507385, 0.705173134803772, 1.1461683511734009, 2.8814895153045654, -0.23632746934890747, 0.2158404290676117, -0.056732743978500366, 1.1295452117919922, 1.15190851688385, -2.30757474899292, -0.08480855822563171]"
"[0.8344935178756714, -0.07183472067117691, 0.010978864505887032, -0.030850300565361977, 0.469312459230423, 0.18435153365135193, -0.0011860504746437073, 0.04968135431408882, 0.06288311630487442, 0.09452492743730545, 0.1305224895477295, -0.6913262605667114, 0.03783505782485008, 0.23687005043029785, 0.12009279429912567, -0.017168954014778137, 0.038566213101148605, -0.365284264087677, -1.0088227987289429, 0.08887524157762527, 0.055746305733919144, 0.00634409487247467, -1.021193265914917, -0.15644317865371704, 0.11772549152374268, 0.03679056838154793, -0.031721144914627075, -0.15929840505123138, 0.051382169127464294, 0.6578288078308105]","[-1.8650808334350586, -0.06260092556476593, -0.13462021946907043, -0.2789546549320221, -1.2538074254989624, -0.1341044008731842, -4.625454902648926, -0.17232349514961243, 0.008325204253196716, -0.17005178332328796, -0.17919009923934937, -2.406942367553711, -0.22652944922447205, -2.4405670166015625, -0.08499202877283096, -0.37588781118392944, 0.0007923915982246399, -2.3136260509490967, -3.287099838256836, -0.15165358781814575, -0.30449482798576355, -0.22735518217086792, -3.641317367553711, -0.2675400674343109, -0.2569275498390198, -0.3088708519935608, -0.1824616938829422, -0.24485215544700623, 0.06481142342090607, -3.0538980960845947]","[0.4870540499687195, 1.5692226886749268, -0.4830720126628876, -0.08459361642599106, -0.17704400420188904, -0.08658504486083984, 0.18103823065757751, -1.7379800081253052, 0.8354151248931885, -0.0675927922129631, 1.534168004989624, -0.6596009135246277, 1.668139934539795, 0.6896568536758423, -0.07510612905025482, -0.9019483327865601, -2.1683156490325928, 0.0038582682609558105, -0.9288614988327026, -0.4929901361465454, -0.1616389900445938, 0.4756540060043335, -0.9987674355506897, -0.08366947621107101, -0.6351932883262634, -0.622395396232605, 1.9780902862548828, -1.1861767768859863, 1.7821763753890991, 0.6525679230690002]"
"[1.6161065101623535, -0.05136058107018471, 0.01274392195045948, 0.0033894088119268417, 0.2707556188106537, 0.21195146441459656, 0.4893592894077301, 0.09714330732822418, -0.0056588128209114075, 0.021781794726848602, 0.09102145582437515, -0.7541536092758179, 0.06091144308447838, -0.5822662115097046, 0.12354009598493576, -0.007819282822310925, -0.004315182566642761, 0.7554835081100464, -0.41290998458862305, 0.03335416316986084, 0.0328824408352375, 0.06731995940208435, -0.10675850510597229, -0.10656498372554779, 0.040817975997924805, 0.030089516192674637, -0.003650190308690071, -0.11062246561050415, 0.11271229386329651, -0.03743523359298706]","[-1.5567760467529297, -0.06361634284257889, -0.07527150958776474, -0.30299660563468933, -1.3468266725540161, -0.12499698996543884, -4.0472331047058105, -0.16375620663166046, -0.01040048897266388, -0.1834648847579956, -0.11091818660497665, -2.1787703037261963, -0.2864181399345398, -2.459455966949463, -0.07761343568563461, -0.3394060730934143, -0.05358075350522995, -1.7929883003234863, -3.1391866207122803, -0.164602130651474, -0.3238320052623749, -0.1533960998058319, -3.5403122901916504, -0.20199087262153625, -0.26299306750297546, -0.33706045150756836, -0.1615302711725235, -0.31632423400878906, 0.06344367563724518, -2.73423171043396]","[2.5723440647125244, 0.03074469044804573, -0.09485094249248505, -0.04507027566432953, 0.584330141544342, -0.5475322008132935, 0.37743619084358215, 0.8900216221809387, 1.5025537014007568, -1.5228995084762573, -0.8877455592155457, -0.9398735761642456, -0.03932866081595421, -1.1653416156768799, 0.3487446904182434, -0.3910457193851471, -0.8328590989112854, 1.2622970342636108, -0.25192373991012573, 0.41225966811180115, 0.20542822778224945, -1.5577160120010376, -0.2271045446395874, -0.7838752269744873, -0.8289296627044678, 0.8434545993804932, 1.1363922357559204, 0.8371807932853699, -1.3712401390075684, -0.12871617078781128]"
"[1.301335334777832, -0.016891615465283394, 0.022958235815167427, 0.03311659395694733, 0.3128907382488251, 0.20168167352676392, -1.763988733291626, 0.0872652530670166, 0.07420401275157928, 0.14128467440605164, 0.20354777574539185, -0.17097292840480804, 0.03310701623558998, -0.3776329457759857, 0.08452706038951874, -0.01800817996263504, 0.024329617619514465, 1.324296474456787, -0.4711971879005432, 0.09149286150932312, 0.26288095116615295, 0.03814820945262909, -0.5482314229011536, -0.18154360353946686, 0.026933014392852783, 0.028232771903276443, -0.04404918849468231, -0.10805664956569672, 0.0172165185213089, 0.6265488862991333]","[-2.3797659873962402, -0.08598111569881439, -0.1522485315799713, -0.36614012718200684, -1.783143162727356, -0.1737506091594696, -3.9790127277374268, -0.21405775845050812, 0.04287205636501312, -0.0898478776216507, -0.1613006591796875, -3.009450912475586, -0.23272746801376343, -3.249002695083618, -0.15299659967422485, -0.34459489583969116, 0.019304968416690826, -2.5919597148895264, -4.484551906585693, -0.17417851090431213, -0.3777400553226471, -0.2638024389743805, -4.58923864364624, -0.32504233717918396, -0.2968204617500305, -0.3866212069988251, -0.16687645018100739, -0.27292001247406006, -0.010759800672531128, -3.742847442626953]","[1.4784972667694092, 0.5375357270240784, -0.6318508386611938, -0.1390833854675293, 0.45825982093811035, 0.662018358707428, -1.448840618133545, 0.6743294596672058, 0.14277875423431396, 0.01042097806930542, -0.33457696437835693, -0.44748127460479736, -0.5047195553779602, -0.5672574639320374, 0.2648579478263855, -0.030252091586589813, -0.0029155537486076355, 1.1389479637145996, -0.36120402812957764, 2.118588447570801, -0.050150513648986816, 1.0581920146942139, -0.6097858548164368, -0.5769700407981873, 0.020464815199375153, 0.013440029695630074, -0.09539615362882614, -1.6466275453567505, -1.5073691606521606, 0.6095813512802124]"
"[1.4247519969940186, -0.05742912366986275, 0.06749945878982544, 0.019444001838564873, 0.6194157004356384, 0.2785186171531677, -1.2613329887390137, 0.08308172225952148, 0.0977465808391571, 0.09163077175617218, 0.05823264643549919, 0.4987901449203491, -0.04180024936795235, 1.469788670539856, 0.04669073969125748, -0.10208894312381744, -0.008569329977035522, 0.21695753931999207, 0.561744213104248, 0.028102058917284012, 0.10555040836334229, 0.10621686279773712, 1.7621607780456543, -0.16664870083332062, -0.01996368169784546, 0.11863034963607788, 0.008025212213397026, -0.16229642927646637, 0.09033359587192535, 0.009368404746055603]","[-1.8743855953216553, -0.08303268998861313, -0.11538615077733994, -0.1699807494878769, -2.2621641159057617, -0.28854167461395264, -5.377632141113281, -0.11931084096431732, -0.04330454766750336, 0.1009368747472763, -0.14931291341781616, -2.9027514457702637, -0.41959667205810547, -2.4053549766540527, -0.0620524063706398, -0.26431965827941895, -0.12968719005584717, -2.1181650161743164, -3.47239351272583, -0.10815394669771194, -0.26766687631607056, -0.2872225046157837, -4.336288928985596, -0.20645469427108765, -0.27248379588127136, -0.3039567470550537, -0.09632711112499237, -0.29939934611320496, -0.06719780713319778, -4.166717052459717]","[1.7549538612365723, 1.3298102617263794, -0.027277588844299316, 0.5513229370117188, 1.0446137189865112, 0.6041707992553711, -1.3308861255645752, 1.1100430488586426, 0.8567440509796143, 0.3422340154647827, 0.9222161769866943, 0.4488743841648102, -0.548554003238678, 1.7067397832870483, -0.25675928592681885, -1.1352952718734741, 0.3183527886867523, 0.051585376262664795, 0.4979996979236603, -1.767594575881958, 0.12857569754123688, -0.45578253269195557, 1.6775906085968018, 0.41202813386917114, -0.3629971146583557, 0.6754890084266663, -0.6535757780075073, -0.656585693359375, 1.2577873468399048, -0.23181308805942535]"
"[0.9084557294845581, -0.12093362212181091, -0.08394384384155273, 0.04342050850391388, 0.6468132734298706, 0.29212436079978943, 0.05787189304828644, 0.18497394025325775, -0.026480384171009064, -0.023517988622188568, 0.07812938839197159, -0.9149253964424133, -0.02307869866490364, -0.05748353153467178, 0.11046230792999268, 0.010340222157537937, 0.053754739463329315, 2.2980825901031494, 0.12614737451076508, 0.037574343383312225, 0.1522817462682724, -0.036967650055885315, -1.4591491222381592, -0.15630413591861725, 0.12369483709335327, -0.036792587488889694, -0.058370694518089294, -0.14666686952114105, 0.1538590043783188, -0.2097751498222351]","[-1.6679089069366455, -0.06712660193443298, -0.06383522599935532, -0.31810709834098816, -1.1200847625732422, -0.07525776326656342, -5.20503044128418, -0.12484598904848099, 0.09181289374828339, -0.19838809967041016, 0.02034304291009903, -2.345569372177124, -0.18312379717826843, -2.5848820209503174, -0.11046934872865677, -0.4521040916442871, -0.058456383645534515, -2.338963508605957, -3.64058518409729, -0.20313969254493713, -0.31648752093315125, -0.2241777777671814, -3.720207691192627, -0.18689632415771484, -0.19080215692520142, -0.4739835858345032, -0.16820913553237915, -0.28889697790145874, 0.11524000763893127, -3.3932793140411377]","[0.43185701966285706, -1.701474666595459, -1.357756495475769, -0.18080034852027893, -0.22516095638275146, -0.3110707104206085, 0.16868199408054352, 0.6357783675193787, 0.3801911175251007, -0.6404851675033569, -1.9365419149398804, -1.0614919662475586, 0.20348061621189117, -0.2585115134716034, 1.274922490119934, 1.0401474237442017, -0.4959561824798584, 2.295647144317627, 0.29754459857940674, 1.1640948057174683, 0.1654769629240036, 0.255246639251709, -1.6682920455932617, -0.004435643553733826, -0.17851072549819946, 0.5864585638046265, -0.9977009296417236, 0.36843931674957275, 0.7310104966163635, -0.4914926588535309]"
"[1.3538830280303955, -0.08232857286930084, 0.07462279498577118, 0.1370081901550293, 0.47813960909843445, 0.3055933117866516, -1.2176933288574219, 0.10986575484275818, 0.027628526091575623, 0.0579560324549675, 0.10865022242069244, -0.008087143301963806, -0.018670599907636642, 0.5824074149131775, 0.06290494650602341, -0.09533458948135376, -0.01882876083254814, 1.6285539865493774, 1.0068291425704956, 0.021429501473903656, 0.1439168006181717, 0.0874587744474411, 1.8713184595108032, -0.18522553145885468, -0.0054863691329956055, 0.11529406905174255, -0.039396777749061584, -0.23360250890254974, 0.09173436462879181, -0.2501161992549896]","[-2.0446205139160156, -0.06061071902513504, -0.0963701531291008, -0.3239085078239441, -2.316588878631592, -0.23621714115142822, -5.714334487915039, -0.033110737800598145, 0.008278712630271912, -0.014238264411687851, -0.18783199787139893, -2.826075553894043, -0.39180707931518555, -2.492490291595459, -0.10680810362100601, -0.2908720374107361, -0.08703344315290451, -2.2763400077819824, -4.06097412109375, -0.16017186641693115, -0.3064902722835541, -0.3220043182373047, -4.7413506507873535, -0.2686353027820587, -0.2692287564277649, -0.3113611340522766, -0.1223411113023758, -0.25193554162979126, -0.029846057295799255, -4.295032978057861]","[1.5941991806030273, 1.3968236446380615, 0.706118643283844, -0.18813440203666687, 0.6201533079147339, -0.4814738631248474, -1.2267870903015137, 1.1258069276809692, 2.445369243621826, 0.2104497253894806, -0.4603986144065857, -0.022107720375061035, -1.2706693410873413, 0.704945981502533, -1.0653656721115112, 0.9606127142906189, -3.513774871826172, 1.4185798168182373, 1.0004469156265259, 0.5650596618652344, 0.02475651353597641, -1.0385873317718506, 2.0996644496917725, 0.8943564295768738, -0.7797658443450928, -1.3221246004104614, -0.3390319347381592, -1.3605202436447144, 0.30614230036735535, -0.2611755132675171]"
